ID,Fecha,Provincia,Cantón,Cobertura,Tipo de Protesta,Sub Tipo de Protesta,Actor,Tipo de Actor,Sub Tipo de Actor,Demanda,Tipo de Demanda,Sub Tipo de Demanda,Entidad,Tipo de Entidad,Resolución,Alianza,Clase,Represión,Resumen,Noticias
2961,2016-05-17,Región Atlántica,Región Autónoma Atlántico Sur,Local,Mitin o concentración,NA,Agrupación de universitarios/as,Grupos y/u organizaciones de estudiantes y madres y padres,De educación superior,Exigir transparencia en proceso de elección de autoridades universitarias,Defensa de la educación,"Destitución, sustitución o nombramiento de funcionarios de la educación",Universidad de las Regiones Autónomas de la Costa Caribe Nicaragüense (URACCAN),Instituciones descentralizadas y/o autónomas,No registrado,No registrada o no existencia de alianzas,Particular,Desalojo,"Grupo de personas relacionadas con la Universidad de las Regiones Autónomas de la Costa Caribe Nicaragüense (URACCAN), recinto Bluefields, realizaron un tercer plantón exigiendo un proceso transparente en las elecciones de las autoridades de dicha universidad.",La Prensa: http://www.laprensa.com.ni/2016/05/15/nacionales/2035323-violencia-en-elecciones-de-universidad-costena (2016-05-17)
2962,2016-05-18,Región Atlántica,Región Autónoma Atlántico Sur,Local,Mitin o concentración,NA,Agrupación de universitarios/as,Grupos y/u organizaciones de estudiantes y madres y padres,De educación superior,Exigir transparencia en proceso de elección de autoridades universitarias,Defensa de la educación,"Destitución, sustitución o nombramiento de funcionarios de la educación",Universidad de las Regiones Autónomas de la Costa Caribe Nicaragüense (URACCAN),Instituciones descentralizadas y/o autónomas,No registrado,No registrada o no existencia de alianzas,Particular,Desalojo,"Grupo de personas relacionadas con la Universidad de las Regiones Autónomas de la Costa Caribe Nicaragüense (URACCAN), recinto Bluefields, llevaron a cabo un plantón exigiendo un proceso transparente en las elecciones de las autoridades de dicha universidad.",La Prensa: http://www.laprensa.com.ni/2016/05/15/nacionales/2035323-violencia-en-elecciones-de-universidad-costena (2016-05-18)
2963,2016-05-18,Región del Pacífico,Departamento de Managua,Nacional,Reunión con autoridades,NA,Canicarne y Canislac,Grupos y/u organizaciones de empresarios y empresarias,NA,Solicitar la activación de mecanismos de solución a las trabas de Honduras para la leche y la carne.,Defensa de la producción agropecuaria,Defensa de productos y productores nacionales,Gobierno de Nicaragua,Gobierno en general,No registrado,Participación conjunta,Particular,No registrado o no existencia,Las industrias de la carne y la leche se reunieron con autoridades para solicitarle la activación de mecanismos de solución de controversias de Centroamérica. También solicitaron resolver las trabas al comercio que está poniendo Honduras a productos nicaragüenses como la leche y la carne. Los representantes de la Cámara Nicaragüense de Plantas Exportadoras de Carne Bovina (Canicarne) y la Cámara Nicaragüense del Sector Lácteo (Canislac) pidieron aplicar medidas recíprocas al gobierno hondureño.,El Nuevo Diario: http://www.elnuevodiario.com.ni/economia/393026-canicarne-canislac-piden-medidas-trabas-hondurenas/ (2016-05-18)
2964,2016-05-19,Región del Pacífico,Departamento de Managua,Local,Huelga de hambre,NA,Gloria Verónica Vega,Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector informal o cuenta propia,Exigir devolución de puesto en el mercado,Fiscalización de la función pública y rendición de cuentas,Solicitud de respuesta,Alcaldía de Managua (ALMA),Municipalidad en general,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Luego de diez días, Gloria Verónica Vega, suspendió la huelga de hambre por motivos de salud. Sin embargo, Yamileth Bustos, presidenta de la Asociación Fuerza y Unidad del Iván, manifestó que ellos continuarían el caso en instancias como la Procuraduría para la Defensa de los Derechos Humanos (PDDH) hasta que el tramo en cuestión sea devuelto a la Sra. Vega.",Hoy: http://www.hoy.com.ni/2016/05/19/comerciante-suspende-huelga-seguira-protesta/ (2016-05-19)
2965,2016-05-19,Región del Pacífico,Departamento de Managua,Nacional,Mitin o concentración,NA,Coalición Nacional por la Democracia,Grupos y/u organizaciones de ciudadanos y ciudadanas,NA,Respetar derechos laborales en instituciones del Estado,Defensa del trabajo y las condiciones laborales,Mantenimiento del empleo y lucha contra los despidos,Ministerio del Trabajo,Ministerios,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"La Coalición Nacional por la Democracia realizó su protesta número cincuenta y cinco frente al Ministerio del Trabajo, para exigir el respeto a los derechos laborales de empleados públicos despedidos y a quienes no les entregaron sus liquidaciones y quienes en su mayoría han perdido sus empleos por situaciones políticas.",NA
2966,2016-05-23,Región del Pacífico,Departamento de Masaya,Local,Mitin o concentración,NA,Estudiantes del quinto año de secundaria del Instituto Central Carlos Vega Bolaños,Grupos y/u organizaciones de estudiantes y madres y padres,De educación secundaria,Permitir ingreso al Centro educativo con camisas distintivas.,Defensa de la educación,"Destitución, sustitución o nombramiento de funcionarios de la educación","Reyneris Tapia, directora del Centro Educativo",Individuos en particular,No registrado,Participación conjunta,Particular,No registrado o no existencia,"Estudiantes de quinto año de secundaria (ambos turnos) del Instituto Central Carlos Vega Bolaños, de la ciudad de Masaya, protestaron frente al Centro Educativo, porque les prohibieron el ingreso al centro de estudios con camisas distintivas a su graduación. Por la medida y agravios, los estudiantes solicitan la destitución de la directora Reyneris Tapia. La medida impide el ingreso de unos 600 alumnos.",Hoy: http://www.hoy.com.ni/2016/05/24/estudiantes-de-quinto-ano-protestan-porque-les-impiden-ingresar-por-ir-diferente/ (2016-05-23)
2967,2016-05-23,Región del Pacífico,Departamento de Managua,Nacional,Reunión con autoridades,NA,"Consejo Nacional para la Defensa de la Tierra, Lago y Soberanía",Grupos y/u organizaciones de campesinos y campesinas e indígenas,Campesinos y campesinas,Derogar Ley 840,"En favor o en contra de leyes, reglamentos, planes y/o decretos","En contra de leyes, reglamentos, planes y/o decretos",Corte Suprema de Justicia,Poder Judicial,No registrado,Apoyo solidario,Particular,No registrado o no existencia,"Miembros del Consejo Nacional para la Defensa de la Tierra, Lago y Soberanía continuaron el proceso de apelación ante la negativa de la Asamblea Nacional para derogar la Ley del Gran Canal. Así, presentaron en una reunión con las autoridadesde la Corte Suprema de Justicia un escrito de apersonamiento a la Sala Constitucional.",La Prensa: http://www.laprensa.com.ni/2016/05/23/nacionales/2039553-campesinos-presentan-escrito-gran-canal-la-csj (2016-05-23)
2968,2016-05-24,Región del Pacífico,Departamento de Managua,Nacional,Denuncia ante entidades nacionales y/o entidades internacionales,NA,Grupo de los 27,Grupos y/u organizaciones de ciudadanos y ciudadanas,NA,Asegurar transparencia electoral,Fiscalización de la función pública y rendición de cuentas,Lucha por procesos electorales,Gobierno de Nicaragua,Gobierno en general,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Una representación del Grupo de los 27 nicaragüenses que demanda transparencia en las elecciones de noviembre entregó en la sede de la Organización de Estados Americanos (OEA) de Managua, el manifiesto denominado: “No permitamos que una minoría secuestre la nación”. Ahí denunciaron la manipulación de las elecciones de parte del poder electoral.",La Prensa: http://www.laprensa.com.ni/2016/05/25/politica/2040322-oea-en-nicaragua (2016-05-24)
2969,2016-05-24,Región del Pacífico,Departamento de Carazo,Local,Marcha,NA,"Exmiembros de Iglesia ""Arrepiéntete, Cristo viene pronto""",Grupos y/u organizaciones religiosas,De evangélicos/as,Exigir justicia para el caso del Pastor Gegmi Joel López Gutiérrez,Fiscalización de la función pública y rendición de cuentas,"Lucha por la justicia, contra la impunidad y contra la criminalización de la protesta social",Pastor Gegmi Joel López Gutiérrez,Individuos en particular,No registrado,Apoyo solidario,Particular,No registrado o no existencia,"Un grupo de exmiembros de la iglesia “Arrepiéntete, Cristo Viene Pronto,” realizaron una marcha hacia el Juzgado Local Penal de Diriamba, donde se acusa al pastor Gegmi Joel López por tenencia ilegal de armas de fuego. El acusado no se presentó. Los denunciantes manifestaron con pancartas los abusos a los que miembros (sobre todo mujeres) de la comunidad religiosa fueron sometidos. En la marcha, que culminó en el parque, cerca de los juzgados, se hizo presente una funcionaria del Centro Cristiano de Derechos Humanos que respaldaba a los denunciantes.",Hoy: http://www.hoy.com.ni/2016/05/24/pastor-huye-justicia-terrenal/ (2016-05-24)
2970,2016-05-24,Región del Pacífico,Departamento de Masaya,Local,Reunión con autoridades,NA,Estudiantes del quinto año de secundaria del Instituto Central Carlos Vega Bolaños,Grupos y/u organizaciones de estudiantes y madres y padres,De educación secundaria,Permitir ingreso al Centro educativo con camisas distintivas.,Defensa de la educación,"Destitución, sustitución o nombramiento de funcionarios de la educación","Reyneris Tapia, directora del Centro Educativo",Individuos en particular,No registrado,Participación conjunta,Particular,No registrado o no existencia,"Los estudiantes de los quintos años del Instituto Carlos Vega Bolaños, de la ciudad de Masaya, se reunieron con Salvador Vanegas, asesor presidencial para asuntos educativos, quien indicó que los estudiantes podían ingresar al centro educativo con toda normalidad. Además, les aseguró que el subdirector de este centro, Adonis Rueda, asumiría la dirección temporalmente, en sustitución de Reyneris Tapia. Los estudiantes celebraron y compartieron los acuerdos a sus compañeros.",Hoy: http://www.hoy.com.ni/2016/05/25/estudiantes-y-autoridades-llegan-a-acuerdos/ (2016-05-24)
2971,2016-05-29,Región Norte Central,Departamento de Estelí,Local,Marcha,NA,Familiares y amigos de Xiomara Cruz Torres,Grupos y/u organizaciones de vecinos y vecinas,NA,Exigir justicia por la muerte de Xiomara Cruz,Fiscalización de la función pública y rendición de cuentas,"Lucha por la justicia, contra la impunidad y contra la criminalización de la protesta social","Rodolfo García Valenzuela, alias “El Popo”",Individuos en particular,No registrado,Participación conjunta,Particular,No registrado o no existencia,"Una centena de personas marchó por las principales calles de Estelí para reclamar justicia por Xiomara Cruz Torres, asesinada hace más de un mes. La caminata que recorrió 20 cuadras de la ciudad, fue organizada por sus vecinos, familiares y amigos y partió del atrio de la Catedral. Los actores portaban pancartas que decían “Justicia por Xiomara”, exigieron la pena máxima para Rodolfo García ""El Popo"" y que se investiguen a sus cómplices.",El Nuevo Diario: http://www.elnuevodiario.com.ni/nacionales/393955-estelianos-marchan-exigiendo-justicia-xiomara/ (2016-05-29)
2972,2016-05-29,Región Norte Central,Departamento de Estelí,Local,Actos sobre la propiedad,NA,Amigos de Xiomara Cruz Torres,Grupos y/u organizaciones de vecinos y vecinas,NA,Exigir justicia por la muerte de Xiomara Cruz,Fiscalización de la función pública y rendición de cuentas,"Lucha por la justicia, contra la impunidad y contra la criminalización de la protesta social","Rodolfo García Valenzuela, alias “El Popo”",Individuos en particular,No registrado,Participación conjunta,Particular,No registrado o no existencia,"Un grupo de personas, violentó con pintas y golpes, la casa de Rodolfo García Valenzuela, ‘El Popo’, en Estelí, presunto asesino de la joven Xiomara Cruz Torres. El grupo escribió “asesino”, y otros mensajes de repudio por el suceso que conmocionó a Estelí.",El 19: https://www.el19digital.com/articulos/ver/titulo:42497-desconocidos-realizan-pintas-y-manchas-en-la-casa-de-el-popo-en-esteli (2016-05-29)
2973,2016-05-29,Región del Pacífico,Departamento de Granada,Local,Ciber-acciones o acciones colectivas en Internet,NA,Población en General,Grupos y/u organizaciones de vecinos y vecinas,NA,Exigir la aprehensión de Adolfo Ezequiel Ríos.,Defensa del ambiente,Defensa de los animales,Adolfo Ezequiel Ríos.,Individuos en particular,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,Usuarios de las redes sociales hicieron viral el video donde Adolfo Ezequiel Ríos Robelo mata brutalmente a un canino en la ciudad de Granada. Fotos del rostro del hombre circularon por las redes para dar con su paradero y poder acusarlo formalmente por maltrato animal.,Hoy: http://www.hoy.com.ni/2016/05/29/denuncian-maltrato-animal/ (2016-05-29)
2974,2016-06-01,Región del Pacífico,Departamento de Carazo,Local,Marcha,NA,"Miembros de Iglesia ""Arrepiéntete, Cristo viene pronto"":",Grupos y/u organizaciones religiosas,De evangélicos/as,Exigir cese de persecución por parte de la Policía Nacional,Fiscalización de la función pública y rendición de cuentas,"Lucha por la justicia, contra la impunidad y contra la criminalización de la protesta social",Policía Nacional,Poder Judicial,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Miembros de la iglesia Arrepiéntete Cristo Viene Pronto, de la ciudad de Diriamba, municipio de Carazo, llevaron a cabo una marcha apoyando a su líder Gemi Joel López Gutiérrez, acusado de tenencia ilegal de armas de fuego, violación y secuestro. Dicho líder religioso es buscado por las autoridades, por lo que sus feligreses exigen el cese a la persecución por parte de la Policía Nacional.",La Prensa: http://www.laprensa.com.ni/2016/06/01/departamentales/2044156-marchan-a-favor-de-pastor-de-diriamba (2016-06-01)
2975,2016-06-01,Región del Pacífico,Departamento de Managua,Local,Mitin o concentración,NA,Asociación de importadores y productores de perecederos,Grupos y/u organizaciones de empresarios y empresarias,NA,Exigir que se ratifique acuerdo anteriormente firmado,Intervención del gobierno,Cumplimiento de acuerdos,Banco Central de Nicaragua (BCN),Instituciones descentralizadas y/o autónomas,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Diferentes asociaciones de importadores y productores del país, llevaron a cabo un plantón frente a las instalaciones del Banco Central de Nicaragua (BCN) con el objetivo de que se ratifique el acuerdo firmado en 2010, el cual les permitía la importación del 60 por ciento de la demanda nacional de productores perecederos.",Hoy: http://www.hoy.com.ni/2016/06/01/exigen-firmar-acuerdos/ (2016-06-01)
2976,2016-06-02,Región del Pacífico,Departamento de Granada,Local,Mitin o concentración,NA,Habitantes de la comunidad El Iguanero,Grupos y/u organizaciones de usuarios y usuarias,NA,Exigir instalación de energía eléctrica en comunidad,"Mejora y/o defensa en el acceso, calidad y costo de los servicios públicos","Mejora y/o defensa en el acceso, calidad y costo de los servicios de electricidad y telecomunicaciones",Municipalidad de Nandaime,Municipalidad en general,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Habitantes de la comunidad rural El Iguanero, Municipio de Nandaime, llevaron a cabo un plantón fuera de las instalaciones de la municipalidad con el objetivo de exigir que se les instale la energía eléctrica en sus hogares.",La Prensa: http://www.laprensa.com.ni/2016/06/02/departamentales/2045378-habitantes-de-el-iguanero-piden-energia-electrica (2016-06-02)
2977,2016-06-03,Región del Pacífico,Departamento de Managua,Local,Marcha,NA,Organización de Mujeres,Grupos y/u organizaciones de género,De mujeres,Exigir que delito sea sancionado conforme a ley 779,Fiscalización de la función pública y rendición de cuentas,"Lucha por la justicia, contra la impunidad y contra la criminalización de la protesta social",Policía Nacional,Poder Judicial,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Organizaciones de mujeres en conjunto con familiares de Xiomara Cruz, asesinada en Estelí por Rodolfo García, llevaron a cabo una marcha en Managua exigiendo a la Policía Nacional que el delito sea sancionado conforme a lo establecido en la Ley 779 (Ley Integral Contra la violencia hacia las Mujeres), esto es, que no sea abordado como delito común.",La Prensa: http://www.laprensa.com.ni/2016/06/03/nacionales/2045596-mujeres-marchan-en-demanda-de-justicia-para-xiomara (2016-06-03)
2978,2016-06-03,Región del Pacífico,Departamento de Chinandega,Local,Marcha,NA,Organización de Productores,Grupos y/u organizaciones de empresarios y empresarias,NA,Exigir libertad del productor Juan Ernesto Venerio,Fiscalización de la función pública y rendición de cuentas,"Lucha por la justicia, contra la impunidad y contra la criminalización de la protesta social",Ministerio Público de Chinandega,Ministerios,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Asociaciones de productores llevaron a cabo una marcha con el objetivo de exigir al Ministerio Público en Chinandega, la liberación del productor Juan Ernesto Venerio, condenado a once años de cárcel por dar muerte a dos personas que irrumpieron en su propiedad el pasado 12 de diciembre.",La Prensa: http://www.laprensa.com.ni/2016/06/03/departamentales/2045174-productores-exigen-respeto-la-propiedad-privada (2016-06-03)
2979,2016-06-04,Región Atlántica,Región Autónoma Atlántico Sur,Local,Mitin o concentración,NA,Familiares de privados de libertad,Grupos y/u organizaciones de derechos humanos,De personas privadas de libertad,Exigir un trato justo y humanitario a privados de libertad,Defensa y/o ampliación de derechos,Defensa y/o ampliación de los derechos de las personas privadas de libertad,Sistema Penitenciario de Bluefields,Ministerios,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Familiares de privados de libertad en el sistema penitenciario de Bluefields, Región autónoma del Caribe Sur, llevaron a cabo un plantón exigiendo un trato justo y humanitario a los reos, solicitando, consecuencia de esto, la reactivación de la comisión de presos para negociar medidas justas con respecto a las condiciones de dichos privados de libertad.",La Prensa: http://www.laprensa.com.ni/2016/06/04/departamentales/2046110-familiares-reos-se-quedaron-esperando-respuestas (2016-06-04)
2980,2016-06-08,Región del Pacífico,Departamento de Masaya,Local,Bloqueo,NA,Pobladores de barrio de Masaya,Grupos y/u organizaciones de vecinos y vecinas,NA,Exigir que se cumpla obra municipal,"Mejora y/o defensa en el acceso, calidad y costo de la infraestructura pública",NA,Alcaldía de Masaya,Municipalidad en general,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Pobladores del barrio Santa Rosa, de la ciudad de Masaya, llevaron a cabo un bloqueo en las calles, como forma de protesta frente al incumplimiento de la municipalidad en adoquinar sus vías. Los pobladores exigían el cumplimiento de la obra, que se encontraba estipulada en el Presupuesto de Inversión Anual (PIA) 2016.",La Prensa: http://www.laprensa.com.ni/2016/06/08/departamentales/2048694-pobladores-de-barrio-en-masaya-protestan-por-falta-de-adoquinado (2016-06-08)
2981,2016-06-13,Región del Pacífico,Departamento de Managua,Local,Mitin o concentración,NA,"Consejo Nacional para la Defensa de la Tierra, Lago y  Soberanía",Grupos y/u organizaciones de campesinos y campesinas e indígenas,Campesinos y campesinas,Exigir derogación de ley 840,"En favor o en contra de leyes, reglamentos, planes y/o decretos","En contra de leyes, reglamentos, planes y/o decretos",Consejo Supremo de Justicia (CSJ),Poder Judicial,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Grupo de campesinos organizados en el Consejo Nacional para la Defensa de la Tierra, Lago y Soberanía, llevaron a cabo un plantón frente a las instalaciones del Consejo Supremo de Justicia (CSJ) en Managua, exigiendo que se acepte la iniciativa ciudadana de ley que tiene como objetivo la derogación de la Ley 840 (Ley del Gran Canal), denegada por el parlamento nacional.",La Prensa: http://www.laprensa.com.ni/2016/06/13/nacionales/2051339-campesinos-planton-frente-la-corte-suprema-justicia (2016-06-13)
2982,2016-06-13,Región Norte Central,Departamento de Río San Juan,Local,Mitin o concentración,NA,"Consejo Nacional para la Defensa de la Tierra, Lago y  Soberanía",Grupos y/u organizaciones de campesinos y campesinas e indígenas,Campesinos y campesinas,Exigir derogación de ley 840,"En favor o en contra de leyes, reglamentos, planes y/o decretos","En contra de leyes, reglamentos, planes y/o decretos",Gobierno Central,Gobierno en general,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Pobladores de El Tule, Comunidad de San Miguelito, departamento Rio San Juan, organizados en el Consejo Nacional para la Defensa de la Tierra, Lago y Soberanía, llevaron a cabo un plantón y repartieron volantes con el objetivo de hacer conocer la ley 840 (Ley del gran canal), ley que, según los mismos, los afectan.",NA
2983,2016-06-14,Región del Pacífico,Departamento de Managua,Local,Mitin o concentración,NA,Comunidad Sexualmente Diversa,Grupos y/u organizaciones de género,De LGBTI,"Repudiar Masacre en Club Nocturno en Orlando, Florida contra la comunidad LGTBI",Defensa y/o ampliación de derechos,Defensa y/o ampliación de los derechos de las personas LGBTI,Población en General,Población en general,No registrado,No registrada o no existencia de alianzas,General,No registrado o no existencia,"Con un plantón en las inmediaciones de la rotonda Rubén Darío en Metrocentro, jóvenes y adultos de la Comunidad Lésbica, Gay, Bisexual y personas Transgénero (LGBT) reiteraron su rechazo ante la masacre ocurrida en el club nocturno en Orlando, Estados Unidos, donde perdieron la vida 50 personas y centenares resultaron heridas. Con pancartas y mantas de colores, los manifestantes señalaron que ""El amor es más fuerte que el odio"", haciendo una demanda a la población en general.",El 19: https://www.el19digital.com/articulos/ver/titulo:43093-comunidad-lgbt-realiza-planton-en-rechazo-a-masacre-terrorista-en-club-nocturno-de-eeuu (2016-06-14)
2984,2016-06-16,Región del Pacífico,Departamento de León,Local,Mitin o concentración,NA,Privados de Libertad en Celdas Preventivas del Municipio de León,Grupos y/u organizaciones de derechos humanos,De personas privadas de libertad,Mejorar condiciones de retención.,Intervención del gobierno,Mejora de la calidad de vida,Policía Nacional,Ministerios,No diálogo,No registrada o no existencia de alianzas,Particular,Uso de fuerza policial,"Un grupo de reos de las celdas preventivas de la ciudad de León realizó un amotinamiento dentro de las instalaciones para demandar mejoras o cambios en sus condiciones de retención. Aunque el medio solo presenta la versión de la Policía Nacional, la presencia de familiares en las afueras de la prisión hace evidente la demanda. La Policía Nacional atendió el amotinamiento y volvió a aprehender a los actores.",El Nuevo Diario: http://www.elnuevodiario.com.ni/nacionales/395515-reos-se-amotinan-celdas-preventivas-policia-leon/ (2016-06-16)
2985,2016-06-19,Región del Pacífico,Departamento de Managua,Local,Marcha,NA,Organización de Ciegos de Nicaragua,Grupos y/u organizaciones de derechos humanos,De personas con discapacidad,Sensibilizar a la población sobre la situación que viven personas con discapacidad visual.,Defensa y/o ampliación de derechos,Defensa y/o ampliación de los derechos de las personas con algún tipo de discapacidad,Población en General,Población en general,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Decenas de personas videntes y no videntes participaron de la caminata “Con Tacto Nos Miramos”, coordinada por la Organización de Ciegos de Nicaragua Maricela Toledo. El objetivo de la movilización fue crear conciencia en la población nicaragüense sobre la situación que viven las personas con discapacidad visual o con deficiencia visual.",El Nuevo Diario: http://www.elnuevodiario.com.ni/nacionales/395750-no-videntes-realizan-caminata-managua/ (2016-06-19)
2986,2016-06-20,Región del Pacífico,Departamento de Masaya,Local,Bloqueo,NA,"Pobladores de la comunidad de Veracruz, Nindirí.",Grupos y/u organizaciones de vecinos y vecinas,NA,"Reparar caminos, contruir puente peatonal y controlar aguas servidas.","Mejora y/o defensa en el acceso, calidad y costo de la infraestructura pública",NA,Alcaldía de Nindirí,Municipalidad en general,Acuerdo tras negociación,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Pobladores de la comunidad de Veracruz bloquearon las vías de acceso a la comunidad por más de siete horas, en protesta porque se les reparen los dos caminos principales, se coloque un puente peatonal y controlen las aguas servidas que se vierten hacia un arroyo de la zona. La alcaldesa, Clarisa Vivas, se presentó al lugar y aseguró que en los próximos meses su comuna adoquinaría más de un kilómetro del camino que desemboca a Piedra Menuda, en el kilómetro 21 de la Carretera a Masaya; y el que enlaza el pueblo con el kilómetro 14 de la vía a Masaya estará a cargo del Ministerio de Transporte e Infraestructura (MTI).",La Prensa: http://www.laprensa.com.ni/2016/06/20/nacionales/2055025-pobladores-de-veracruz-exigen-mejoras-en-servicios-publicos (2016-06-20)
2987,2016-06-23,Región del Pacífico,Departamento de Managua,Local,Declaración pública,Pronunciamiento,Sindicatos demoráticos del Magisterio Nacional,Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector público,"Denunciar la ""sistemática y selectiva violación a la libertad sindical"".",Defensa del trabajo y las condiciones laborales,Defensa de las convenciones colectivas,Ministerio del Trabajo,Ministerios,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Un grupo de representantes de sindicatos llamados democráticos, en su mayoría del magisterio nacional, denunciaron “una sistemática y selectiva violación a la libertad sindical”, que enfrentan de parte del Gobierno al negarse el Ministerio del Trabajo (Mitrab) a inscribirlos y emitirles las certificaciones. A través de un pronunciamiento, los sindicatos independientes mencionaron al menos cinco casos de sentencias judiciales que el MITRAB se negó a acatar, lo que colocó a sus afiliados en indefensión.",La Prensa: http://www.laprensa.com.ni/2016/06/23/nacionales/2056898-dirigentes-sindicales-y-gremiales-denuncian-al-ministerio-del-trabajo (2016-06-23)
2988,2016-06-26,Región del Pacífico,Departamento de Chinandega,Local,Marcha,NA,"Productores comunitarios del Estero Real, en la comarca de San Remigio",Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector informal o cuenta propia,Accesar a camino de servidumbre bloqueado por empresas camaroneras,Defensa de la producción agropecuaria,Defensa y/o acceso a la tierra para la producción campesina,Empresa camaronera,Empresas privadas,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Pequeños productores de camarones marcharon para exigir la eliminación de las restricciones que enfrentan para ingresar al camino de servidumbre en el Estero Real, en la comarca de San Remigio. Estos pobladores sobreviven de la cosecha artesanal de camarones en sus pequeñas granjas. Los productores denunciaron que una empresa camaronera ha acaparado los caminos de acceso, poniendo en riesgo a 400 familias que viven de dicha producción.",Hoy: http://www.hoy.com.ni/2016/06/27/piden-que-les-den-paso-a-sus-pequenas-granjas/ (2016-06-26)
2989,2016-06-27,Región del Pacífico,Departamento de Managua,Local,Declaración pública,Pronunciamiento,"Consejo Nacional de Defensa de la Tierra, Lago y Soberanía",Grupos y/u organizaciones de ciudadanos y ciudadanas,NA,Liberar a extranjeros de la Caranava del Buen vivir.,Fiscalización de la función pública y rendición de cuentas,"Lucha por la justicia, contra la impunidad y contra la criminalización de la protesta social",Gobierno de Nicaragua,Gobierno en general,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Los miembros del Consejo Nacional de Defensa de la Tierra, Lago y Soberanía emitieron una declaración pública en la que llamaron a las autoridades de la Policía Nacional a liberar a los jóvenes ambientalistas que fueron detenidos  en Nueva Guinea por supuestamente manipular ilegalmente sustancias explosivas. Según los miembros del consejo, el actuar de la Policía Nacional se da por causa de la negativa que muestran los campesinos ante la construcción del Canal Interoceánico.",Hoy: http://www.hoy.com.ni/2016/06/27/consejo-nacional-pide-la-liberacion-de-los-jovenes-ambientalistas/ (2016-06-27)
2990,2016-06-27,Internacional,Internacional,Local,Mitin o concentración,NA,Grupo de ciudadanos y miembros de organizaciones que trabajan con indígenas,Grupos y/u organizaciones de derechos humanos,De personas privadas de libertad,Liberar a costarricense detenido en la Caranava del Buen vivir.,Fiscalización de la función pública y rendición de cuentas,"Lucha por la justicia, contra la impunidad y contra la criminalización de la protesta social",Gobierno de Nicaragua,Gobierno en general,No diálogo,No registrada o no existencia de alianzas,Particular,Presencia policial,"Un grupo de ambientalistas y miembros de organismos no gubernamentales que trabajan con indígenas en Costa Rica, protestaron frente a la sede de la embajada y consulado de Nicaragua en San José, exigiendo la liberación de un costarricense detenido desde el fin de semana por la Policía Nacional nicaragüense mientras realizaba un taller sobre cambio climático. Los manifestantes portaban fotografías y pancartas en la que además pidieron información a los representantes diplomáticos nicaragüenses, sobre el paradero del indígena costarricense Byron Reyes Ortiz, quien junto a tres mexicanos, un español y una argentina fue capturado en La Fonseca, Nueva Guinea.",La Prensa: http://www.laprensa.com.ni/2016/06/27/nacionales/2059339-protestan-por-captura-de-tico-frente-a-embajada-de-nicaragua-en-san-jose (2016-06-27)
2991,2016-06-27,Región del Pacífico,Departamento de Managua,Local,Mitin o concentración,NA,Grupo de ciudadanos,Grupos y/u organizaciones de derechos humanos,De personas privadas de libertad,Liberar a extranjeros de la Caranava del Buen vivir.,Fiscalización de la función pública y rendición de cuentas,"Lucha por la justicia, contra la impunidad y contra la criminalización de la protesta social",Gobierno de Nicaragua,Gobierno en general,No registrado,No registrada o no existencia de alianzas,Particular,No registrado o no existencia,"Un grupo de personas realizaron un plantón frente a la Universidad Centroamericana (UCA) para exigir a las autoridades policiales que entreguen a los jóvenes extranjeros detenidos el fin de semana en la comunidad La Fonseca, en Rivas. Las personas que participaron en el plantón elaboraron pancartas con los nombres de los detenidos.",Hoy: http://www.hoy.com.ni/2016/06/27/jovenes-extranjeros-nicaragua-rivas/ (2016-06-27)
